	table.gene	table.logFC	table.logCPM	table.F	table,PValue	table.FDR	adjust.method	comparison	test
9541	DPF3	-6.14326701751379	3.53319136960314	14.5277447888463	0,000605919	0.0636981539966352	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
3229	CHERP	-1.51438111666243	6.38389038062949	14.5067981020937	0,00061053	0.0636981539966352	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
4097	TNFRSF9	3.5360081380567	2.06402622591859	14.4897481004584	0,000614312	0.0636981539966352	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
658	PLEKHH2	3.48720526813935	2.76376937213571	14.4507753706885	0,00062305	0.0638852795555416	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
1358	USP33	1.53288149058896	5.43647537634214	14.4332565460249	0,000627021	0.0638852795555416	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
5878	SNX16	2.3795914419709	3.95886680814379	14.4093654586594	0,000632481	0.0638859868870677	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
8686	HMCN1	3.26534786765941	3.41817479755408	14.3844310251894	0,000638233	0.0639159939047621	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
10937	LGALS12	3.62247158937606	2.64372178079903	14.3237435641189	0,000652468	0.0646223538053593	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
529	IQSEC1	-2.1478473670315	4.5288378757441	14.3075780331588	0,000656316	0.0646223538053593	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
6878	SCAF4	-1.20205652153229	5.70782992853559	14.1676134878603	0,000690675	0.0674386165334423	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
11235	PRKG1	3.71920090270191	4.1380924050622	14.0829087445081	0,000712399	0.0689849196172412	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
10169	GTF3C2	-1.39197964894238	5.34227578864038	14.0356169357196	0,000724845	0.0696147944748761	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
304	SAP130	-1.84871350566044	4.96210959635	13.6607419381548	0,000832139	0.0792696552029293	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
8544	IFI16	2.39895703155874	5.02783624637078	13.5772972472142	0,000858262	0.0810988515872701	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
7327	FBRSL1	-1.55885582643233	5.60254235818497	13.5431709448572	0,000869198	0.0814751094009321	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
3486	COG6	1.61800053114604	5.17938590679617	13.4297195993063	0,000906638	0.0836469814221211	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
5844	MMD	2.28145349821695	4.81633329266324	13.4101769286885	0,000913259	0.0836469814221211	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
2744	PDLIM5	2.04671342362562	7.08595224525069	13.408633563788	0,000913785	0.0836469814221211	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
448	STEAP3	-3.08876320275377	6.38564058569982	13.3144918135822	0,000946437	0.0859643745318218	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
6194	AFAP1L1	2.57935941286075	4.02150065476651	13.2752719122925	0,000960407	0.0865622321649931	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
3834	PLEKHG3	-1.91943761963384	4.7602673328648	13.2334775898108	0,000975537	0.0867914317375491	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
3901	ARID5B	1.40151409025519	6.70514556691152	13.2273839083687	0,000977765	0.0867914317375491	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
256	CEP85	-1.94486830063603	4.26305000524619	13.1325863681324	0,001013124	0.0892539349275819	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
8128	KIFC3	-2.81780499896217	4.73929107093848	13.0286573661849	0,001053469	0.0921156494555356	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
5342	WASHC3	1.04597733797713	4.94468959736553	12.9811797910236	0,001072469	0.0930823977828816	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
1525	HIVEP2	2.00188399998048	3.81167568489778	12.9120957843192	0,001100775	0.0948366258342438	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
10651	ABCA9	3.85806584840357	3.052375190765	12.8651248906634	0,001120477	0.0958293879126076	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
10099	RAPGEF1	-2.02244705746158	4.93893636737577	12.7842185743755	0,001155304	0.0969067096724171	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
1464	ROR1	3.61955762647372	4.15275388016096	12.7807628473474	0,001156817	0.0969067096724171	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
6368	LRIG3	-2.34418055005715	4.16292464266778	12.7783262703333	0,001157885	0.0969067096724171	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
8099	SERHL2	2.05483405982482	4.53650044383	12.7335872137162	0,001177687	0.0978649745474958	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
2455	HLA-DOA	-5.81725545019579	2.82700860056751	12.8716192495066	0,001192889	0.0984301307963251	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
11653	GATA2	3.02040468715898	3.33444756932964	12.6777384593215	0,001202917	0.0985635148364293	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
9049	SMAD6	3.19330022515539	5.16019773218658	12.6005984558683	0,001238723	0.100792464268164	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
4909	ATP2C1	1.30161909002872	5.56576990075823	12.5473695965434	0,001264095	0.102147557597296	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
693	CLN5	1.14173963882114	5.54820242818013	12.4852836908032	0,001294394	0.102991100854919	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
11115	RGP1	-1.43758142122554	5.34715321981119	12.4783447220024	0,001297828	0.102991100854919	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
6601	SSX2IP	1.88503429735063	3.50554892694275	12.4721480859322	0,001300903	0.102991100854919	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
212	IQSEC3	3.06973226003073	1.90040929881212	12.4489159089029	0,001312502	0.103212021556912	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
2478	CXCL12	3.80461674614772	9.23602496254391	12.308217336514	0,001385161	0.108199526842487	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
1162	ANKIB1	1.51556298646289	4.66769336465952	12.2278043151924	0,001428613	0.109360409729179	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
2699	GALC	1.75125997530586	4.89630064743228	12.2002042881006	0,001443863	0.109360409729179	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
5463	TOP3A	-1.41248595935699	4.42674859664047	12.1991271756277	0,001444461	0.109360409729179	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
3826	TMX4	2.18267251579419	5.14412232994096	12.1939873997978	0,001447322	0.109360409729179	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
6084	IFIT1	2.45196393402931	2.89858569822126	12.1901127723224	0,001449482	0.109360409729179	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
9831	GPR89A	3.21027404367922	4.72680459694233	16.5554017893293	0,001465357	0.109360409729179	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
10870	GPR89B	3.21027404367922	4.72680459694233	16.5554017893293	0,001465357	0.109360409729179	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
2383	LIMD1	-1.42988539256021	5.73002531981296	12.1220459560177	0,001488	0.11034744959514	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
6012	NETO1	-4.91706954273649	2.63152963401158	12.1006881944722	0,001500311	0.110560674874342	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
7047	LY96	2.67546550176779	4.55191906223045	12.0812582629953	0,001511606	0.110696805402322	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
9316	MYLK	-4.25803659696216	4.96008751245735	12.0609187022239	0,001523527	0.110876840013545	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
8287	ZNF235	-3.06407338714904	3.47033866452105	12.2118123093107	0,001545532	0.111783906187533	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
4220	IFT80	1.54504932936393	3.65814648819836	11.9925777871256	0,001564327	0.111947798235891	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
11592	PPARG	2.7170974179141	4.58391328844184	11.9883224734997	0,001566906	0.111947798235891	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
3515	MPP4	-5.23777164053342	3.06471665588645	11.9627680366771	0,001582489	0.112375922808884	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
7389	MGLL	-4.4903299330038	6.77922076629223	11.9075922587729	0,001616705	0.114114079232119	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
11311	ERCC6	1.38757358297611	4.39056175483716	11.8660256038564	0,001643006	0.11481803045845	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
9255	IL1R1	2.97873418957181	6.39740325539196	11.8609053252457	0,001646277	0.11481803045845	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
9015	SRPX	3.86209790344516	7.60741622124767	11.8222772840041	0,001671183	0.11586538401598	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
11077	SAMD8	1.22337029500124	5.05619470741407	11.7884495456155	0,001693326	0.116211407590609	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
11398	EGR1	2.52136252270156	7.89531328331112	11.7843806579207	0,00169601	0.116211407590609	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
8457	TIMP1	4.22281753485309	11.2919466470619	11.7382736238821	0,001726751	0.117629886014127	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
6977	VPS26A	1.45358818730949	5.91238400744065	11.6845692332531	0,001763312	0.119426188667138	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
1776	SIGLEC15	-5.74574760783491	3.24877821789096	11.6652277449608	0,001776682	0.119640164111918	BH	1*groupCardiac_Myocyte:h -1*groupa:h	glm
